aX,aY,aZ,gX,gY,gZ
0.05799999999999983,-2.588,-1.9569999999999999,-35.827999999999975,-16.35699999999997,-3.7840000000001055
-0.04899999999999993,-3.14,-2.383,-24.962999999999965,-43.944999999999936,22.40000000000009
-0.2240000000000002,-3.377,-2.663,-1.4649999999999181,-84.16699999999992,57.190000000000055
-0.48099999999999987,-3.501,-2.542,28.381000000000085,-134.09400000000005,93.68899999999985
-0.8180000000000001,-3.58,-1.9820000000000002,43.45700000000011,-178.1010000000001,128.7840000000001
-1.186,-3.567,-1.202,48.64499999999998,-216.43100000000004,164.36799999999994
-1.5309999999999997,-3.456,-0.4590000000000001,48.766999999999825,-241.63799999999992,199.76800000000003
-1.8250000000000002,-3.15,0.133,51.63599999999997,-255.85899999999992,234.67999999999984
-2.058,-2.669,0.6129999999999995,52.85600000000022,-262.3899999999999,267.15099999999984
-2.178,-1.932,1.1150000000000002,51.88000000000011,-269.5920000000001,298.70600000000013
-2.091,-1.045,1.8280000000000003,58.228000000000065,-281.25,324.5239999999999
-2.003,-0.13200000000000012,2.2560000000000002,72.26600000000008,-259.3989999999999,339.90499999999975
-1.7469999999999999,0.931,3.0860000000000003,99.54799999999977,-254.57799999999997,348.9380000000001
-1.439,1.9530000000000003,4.0,108.82600000000002,-247.6199999999999,344.4209999999998
-1.109,2.9700000000000006,4.0,108.45899999999983,-199.21900000000005,330.5050000000001
-0.6760000000000002,3.8369999999999997,4.0,96.61900000000014,-157.288,317.44399999999996
-0.266,4.0,4.0,62.378000000000156,-103.82099999999991,303.52800000000025
0.21300000000000008,4.0,3.819,30.701000000000022,-52.124000000000024,277.2829999999999
0.5750000000000002,4.0,2.9450000000000003,-25.51299999999992,-8.605999999999995,166.3209999999999
0.8100000000000005,4.0,2.029,-43.090999999999894,18.860000000000127,110.96199999999999
0.9790000000000001,4.0,1.3479999999999999,-32.89799999999991,33.325000000000045,72.9369999999999
1.0620000000000003,4.0,0.569,-27.648999999999887,52.184999999999945,38.085999999999785
1.1319999999999997,4.0,0.46799999999999997,-27.648999999999887,29.113999999999805,8.36200000000008
1.0469999999999997,4.0,0.5990000000000002,-28.748000000000047,8.97199999999998,-22.88799999999992
0.8899999999999997,4.0,1.0110000000000001,-25.451999999999998,-1.4649999999999181,-57.190000000000055
0.6779999999999999,4.0,1.4889999999999999,-24.108999999999924,-4.2719999999999345,-95.27600000000007
0.4039999999999999,4.0,1.662,-23.132000000000062,4.639000000000124,-138.36699999999996
0.0990000000000002,4.0,1.4809999999999999,-20.080999999999904,19.226000000000113,-183.5329999999999
-0.242,4.0,1.1550000000000002,-14.64799999999991,31.067000000000235,-226.86799999999994
-0.581,3.502,0.7999999999999998,-15.685999999999922,38.57400000000007,-267.15100000000007
-0.899,2.769,0.548,-27.34400000000005,41.625999999999976,-302.18499999999995
-1.1959999999999997,1.9059999999999997,0.42300000000000004,-47.42399999999998,39.0630000000001,-329.77300000000014
-1.4169999999999998,0.944,0.3949999999999996,-78.18599999999992,32.77600000000007,-348.81600000000003
-1.508,-0.125,0.4950000000000001,-107.23900000000003,21.545000000000073,-356.201
-1.568,-1.0819999999999999,0.6159999999999997,-107.3610000000001,11.840999999999894,-349.731
-1.52,-2.009,0.6559999999999997,-123.35200000000009,6.4090000000001055,-339.47800000000007
-1.396,-2.939,0.5670000000000002,-132.9960000000001,3.3569999999997435,-322.51
-1.2640000000000002,-3.953,0.33999999999999986,-141.78500000000008,0.2439999999999145,-305.0540000000001
-1.0819999999999999,-4.0,0.041999999999999815,-151.7940000000001,-5.005000000000109,-298.828
-0.9969999999999999,-4.0,0.09199999999999964,-206.9090000000001,-18.00500000000011,-294.73900000000003
-0.8260000000000001,-4.0,-0.40600000000000014,-133.1790000000001,-44.006000000000085,-154.11400000000003
-0.718,-4.0,-0.8260000000000001,-67.6880000000001,-42.9079999999999,-57.250999999999976
-0.8929999999999998,-4.0,-1.028,-46.509000000000015,-73.60799999999995,31.493999999999915
-1.153,-4.0,-0.8439999999999999,5.126999999999953,-102.53899999999999,127.4409999999998
-1.483,-4.0,-0.3849999999999998,16.662999999999784,-133.423,205.26099999999997
-1.766,-4.0,-0.01399999999999979,26.366999999999962,-151.97800000000007,272.33899999999994
-2.001,-3.488,0.3540000000000001,47.728999999999814,-167.78600000000006,325.98900000000003
-2.188,-2.385,0.8639999999999999,68.11499999999978,-183.47199999999998,362.12199999999984
-2.255,-1.4009999999999998,1.6790000000000003,101.01299999999992,-200.0730000000001,385.7420000000002
-2.123,-0.20599999999999996,2.691,131.04199999999992,-216.98000000000002,401.6109999999999
-1.908,1.1150000000000002,3.684,154.17500000000018,-214.41699999999992,407.59299999999985
-1.6150000000000002,2.133,4.0,165.52700000000004,-191.4670000000001,397.33899999999994
-1.1710000000000003,3.01,4.0,147.82700000000023,-152.2829999999999,375.42700000000013
-0.718,3.8759999999999994,4.0,133.36200000000008,-114.62400000000002,358.5819999999999
-0.367,4.0,4.0,94.23799999999983,-69.33600000000001,333.25199999999995
0.004999999999999893,4.0,4.0,49.13299999999981,-13.855000000000018,307.922
0.3650000000000002,4.0,3.9640000000000004,-1.2819999999999254,44.373000000000275,217.346
0.5750000000000002,4.0,2.7729999999999997,-60.36400000000003,91.06399999999985,130.61499999999978
0.726,4.0,1.7720000000000002,-67.56600000000003,113.2199999999998,85.26600000000008
0.7629999999999999,3.9399999999999995,1.0149999999999997,-57.922000000000025,131.53099999999995,43.944999999999936
0.7839999999999998,3.6310000000000002,0.28500000000000014,-47.363000000000056,135.2539999999999,8.789000000000215
0.7990000000000004,3.3469999999999995,-0.01399999999999979,-33.01999999999998,105.71300000000019,-20.44699999999989
0.7469999999999999,2.9459999999999997,-0.30900000000000016,-21.24000000000001,93.81100000000015,-50.414999999999964
0.6879999999999997,2.4849999999999994,-0.4079999999999999,-2.747000000000071,74.3409999999999,-75.68399999999997
0.6120000000000001,1.9809999999999999,-0.4129999999999998,15.625,54.26000000000022,-95.88599999999997
0.5039999999999996,1.3940000000000001,-0.28100000000000014,22.521999999999935,36.80400000000009,-112.12200000000007
0.4299999999999997,0.8300000000000001,-0.06099999999999994,23.01000000000022,21.666999999999916,-122.00900000000001
0.3860000000000001,0.39700000000000024,0.12899999999999956,30.333999999999833,10.68100000000004,-124.02299999999991
0.35799999999999965,0.0030000000000001137,0.3150000000000004,32.34899999999993,3.479000000000042,-122.06999999999994
0.359,-0.3900000000000001,0.54,28.076000000000022,-1.8309999999999036,-117.30999999999995
0.3680000000000003,-0.718,0.7519999999999998,23.86499999999978,-4.02800000000002,-108.33699999999999
0.3799999999999999,-0.9630000000000001,0.9340000000000002,22.40000000000009,-3.296000000000049,-94.72700000000009
0.3769999999999998,-1.13,1.1129999999999995,19.042999999999893,-0.30500000000006366,-78.24700000000007
0.38400000000000034,-1.149,1.2379999999999995,14.038000000000238,5.6759999999997035,-59.509000000000015
0.3849999999999998,-0.988,1.2720000000000002,7.567999999999984,14.221000000000004,-40.16100000000006
0.4009999999999998,-0.6970000000000001,1.1769999999999996,-2.5019999999999527,23.92599999999993,-23.375999999999976
0.4109999999999996,-0.3999999999999999,0.9950000000000001,-13.732999999999947,31.9820000000002,-10.986000000000104
0.4219999999999997,-0.1339999999999999,0.7780000000000005,-22.2170000000001,37.414999999999736,-3.7229999999999563
0.4320000000000004,0.07099999999999973,0.569,-26.30600000000004,39.00099999999975,0.48800000000028376
0.44599999999999973,0.2140000000000004,0.37399999999999967,-26.978000000000065,37.47600000000034,1.9529999999999745
0.47199999999999953,0.30900000000000016,0.23500000000000032,-24.353000000000065,32.59299999999985,1.5260000000000673
0.49099999999999966,0.3689999999999998,0.1769999999999996,-18.310999999999922,24.962999999999965,-0.30500000000006366
0.5099999999999998,0.4299999999999997,0.19399999999999995,-9.337999999999965,16.113000000000284,-2.441000000000031
0.5099999999999998,0.41800000000000015,0.24600000000000044,0.7320000000001983,7.811999999999898,-4.5779999999999745
0.516,0.30299999999999994,0.36099999999999977,7.385000000000218,0.18299999999976535,-7.141000000000076
0.5099999999999998,0.1689999999999996,0.54,13.794000000000324,-5.615000000000009,-8.423000000000002
0.5019999999999998,0.03599999999999959,0.7160000000000002,17.455999999999676,-8.911000000000058,-8.117999999999938
0.5019999999999998,-0.06000000000000005,0.8609999999999998,15.868999999999915,-9.398999999999887,-6.041999999999916
0.5069999999999997,-0.09600000000000009,0.984,9.888000000000147,-7.690000000000055,-2.9909999999999854
0.5090000000000003,-0.040999999999999925,1.045,2.257999999999811,-4.760999999999967,0.9770000000003165
0.516,0.04800000000000004,1.0120000000000005,-5.492999999999938,-0.06099999999992178,4.639000000000124
0.5350000000000001,0.1589999999999998,0.9210000000000003,-10.741999999999962,4.332999999999856,7.445999999999913
0.5440000000000005,0.2789999999999999,0.8449999999999998,-13.428000000000111,6.591999999999871,8.97199999999998
0.5519999999999996,0.39400000000000013,0.7640000000000002,-14.526000000000067,7.750999999999749,8.849999999999909
0.5579999999999998,0.46499999999999986,0.6920000000000002,-13.549999999999955,7.567999999999984,7.385000000000218
0.5640000000000001,0.49099999999999966,0.6420000000000003,-10.68100000000004,6.041999999999916,4.516999999999825
0.5570000000000004,0.4690000000000003,0.6150000000000002,-5.249000000000024,3.479000000000042,1.5260000000000673
0.5529999999999999,0.41800000000000015,0.6360000000000001,0.06100000000014916,0.6099999999999,-1.5260000000000673
0.5419999999999998,0.3700000000000001,0.7140000000000004,4.821999999999889,-2.441000000000031,-3.479000000000042
0.5300000000000002,0.34499999999999975,0.7969999999999997,7.995999999999867,-3.6620000000000346,-5.126999999999953
0.5190000000000001,0.31400000000000006,0.8570000000000002,9.949000000000296,-3.8450000000000273,-6.470000000000027
0.516,0.27800000000000047,0.9030000000000005,10.498000000000047,-2.9909999999999854,-7.628999999999905
0.5110000000000001,0.22799999999999976,0.9160000000000004,9.520999999999958,-1.1600000000000819,-8.483999999999924
0.5090000000000003,0.14900000000000002,0.8899999999999997,7.0190000000000055,1.1600000000000819,-8.788999999999987
0.5110000000000001,0.06200000000000028,0.835,4.332999999999856,3.2350000000001273,-8.423000000000002
0.516,-0.020999999999999908,0.7690000000000001,2.257999999999811,4.7000000000000455,-7.141000000000076
0.5149999999999997,-0.07299999999999995,0.6909999999999998,0.30500000000006366,5.126999999999953,-4.94399999999996
0.5209999999999999,-0.07900000000000018,0.6239999999999997,-0.30500000000006366,4.516999999999825,-2.1359999999999673
0.5289999999999999,-0.04300000000000015,0.6230000000000002,0.0,2.6859999999996944,1.4039999999999964
0.5309999999999997,0.05600000000000005,0.681,0.8539999999998145,0.06100000000014916,4.94399999999996
0.5380000000000003,0.18299999999999983,0.7229999999999999,1.7699999999999818,-1.2210000000000036,7.201999999999998
0.5430000000000001,0.2699999999999996,0.7359999999999998,1.5869999999997617,-1.586999999999989,7.874000000000251
0.5460000000000003,0.3250000000000002,0.7519999999999998,1.3429999999998472,-2.1359999999999673,7.26299999999992
0.5490000000000004,0.37100000000000044,0.7969999999999997,2.1360000000001946,-2.9300000000000637,6.104000000000042
0.5449999999999999,0.4009999999999998,0.8369999999999997,2.8689999999999145,-3.1130000000000564,4.7000000000000455
0.5460000000000003,0.4089999999999998,0.8719999999999999,2.8079999999999927,-2.380000000000109,2.7470000000002983
0.5440000000000005,0.41000000000000014,0.8819999999999997,1.70900000000006,-1.0989999999999327,0.6099999999999
0.54,0.37100000000000044,0.8739999999999997,0.30500000000006366,0.6710000000000491,-1.586999999999989
0.54,0.29000000000000004,0.8280000000000003,-0.7929999999998927,2.1360000000001946,-3.2349999999999
-0.17300000000000004,-2.55,0.3570000000000002,46.75299999999993,-104.7360000000001,107.78800000000001
-0.242,-2.475,0.46799999999999997,51.75799999999981,-105.65200000000004,134.70499999999993
-0.2589999999999999,-2.242,0.6340000000000003,54.016000000000076,-105.65200000000004,162.6590000000001
-0.2869999999999999,-1.8970000000000002,0.8209999999999997,55.05400000000009,-105.4079999999999,188.41600000000017
-0.31300000000000017,-1.459,1.0549999999999997,55.96900000000005,-104.1869999999999,211.48700000000008
-0.31199999999999983,-0.9220000000000002,1.2140000000000004,55.48100000000022,-98.87699999999995,231.44500000000016
-0.28100000000000014,-0.3410000000000002,1.2940000000000005,55.78600000000006,-91.85799999999995,245.42200000000003
-0.20999999999999996,0.2270000000000003,1.3330000000000002,54.13799999999992,-83.98399999999992,252.5630000000001
-0.13200000000000012,0.8719999999999999,1.367,52.0630000000001,-75.98900000000003,254.63900000000012
0.004999999999999893,1.556,1.3929999999999998,51.26999999999998,-68.54199999999992,251.09900000000016
0.15800000000000036,2.1850000000000005,1.306,50.414999999999964,-58.5329999999999,240.11200000000008
0.30799999999999983,2.6690000000000005,1.1710000000000003,59.570000000000164,-51.208000000000084,221.80200000000013
0.4770000000000003,3.0,0.9740000000000002,69.57999999999993,-44.73900000000003,198.60800000000017
0.6440000000000001,3.0839999999999996,0.7590000000000003,75.62300000000005,-40.64899999999989,170.654
0.7809999999999997,2.872,0.5730000000000004,76.29399999999987,-40.16100000000006,137.87800000000016
0.8849999999999998,2.6080000000000005,0.4640000000000004,78.85699999999997,-42.297000000000025,110.65700000000015
0.9429999999999996,2.4480000000000004,0.45999999999999996,78.06399999999985,-44.73900000000003,90.14899999999989
1.0110000000000001,2.2040000000000006,0.30799999999999983,68.54199999999992,-44.861000000000104,73.48599999999988
1.0760000000000005,2.2490000000000006,0.37600000000000033,55.42000000000007,-47.118999999999915,60.79100000000017
1.1109999999999998,2.4380000000000006,0.5339999999999998,45.71499999999992,-49.5,50.414999999999964
1.146,2.697,0.7629999999999999,34.91199999999981,-50.35400000000004,39.42900000000009
1.1820000000000004,2.997,0.952,24.414000000000215,-46.75299999999993,26.48900000000026
1.178,3.277,1.0440000000000005,20.508000000000038,-40.40499999999997,11.353000000000065
1.1559999999999997,3.5009999999999994,1.1639999999999997,14.098999999999933,-33.69100000000003,-4.883000000000038
1.104,3.609,1.1479999999999997,10.498000000000047,-23.682000000000016,-22.521999999999935
1.037,3.633,0.9749999999999996,7.811999999999898,-10.741999999999962,-45.10500000000002
0.9509999999999996,3.5250000000000004,0.6769999999999996,0.12200000000007094,0.7320000000001983,-73.97499999999991
0.843,3.295,0.39700000000000024,-7.934999999999945,5.554000000000087,-106.50600000000009
0.7169999999999996,3.064,0.20699999999999985,-15.807999999999993,4.76099999999974,-132.4459999999999
0.585,2.825,0.12300000000000022,-27.038999999999987,1.1600000000000819,-153.80899999999997
0.45199999999999996,2.5730000000000004,0.1980000000000004,-39.916999999999916,-4.760999999999967,-173.279
0.30799999999999983,2.409,0.3520000000000003,-49.865999999999985,-9.88799999999992,-188.904
0.16800000000000015,2.3,0.5750000000000002,-58.10500000000002,-13.855000000000018,-202.88100000000009
0.0129999999999999,2.1389999999999993,0.8179999999999996,-67.26099999999997,-15.319999999999936,-217.712
-0.137,1.8650000000000002,0.9589999999999996,-75.25600000000009,-13.123000000000047,-232.66599999999994
-0.2599999999999998,1.5460000000000003,1.0309999999999997,-80.87200000000007,-9.337999999999965,-245.97199999999998
-0.363,1.266,1.072,-85.50999999999999,-5.858999999999924,-255.5540000000001
-0.46499999999999986,0.9669999999999996,1.0940000000000003,-93.68900000000008,-3.7229999999999563,-263.12300000000005
-0.5419999999999998,0.6470000000000002,1.085,-102.59999999999991,-1.3430000000000746,-269.653
-0.6029999999999998,0.35599999999999987,1.0590000000000002,-106.99499999999989,0.0,-272.7049999999999
-0.649,0.10899999999999999,0.992,-109.06999999999994,0.9770000000003165,-273.193
-0.7119999999999997,-0.20000000000000018,0.9320000000000004,-112.30500000000006,0.6710000000000491,-273.499
-0.746,-0.685,0.915,-119.44599999999991,-1.4039999999999964,-273.865
-0.766,-1.435,1.064,-132.93499999999995,-5.73700000000008,-272.644
-0.7389999999999999,-2.209,1.2400000000000002,-138.36699999999996,-8.728000000000065,-263.18399999999997
-0.633,-2.869,1.311,-134.58300000000008,-6.347999999999956,-243.4079999999999
-0.4939999999999998,-3.407,1.2110000000000003,-127.25800000000004,-2.563000000000102,-218.13999999999987
-0.3290000000000002,-3.707,0.9030000000000005,-117.92000000000007,2.625,-185.42499999999995
-0.19600000000000017,-3.884,0.5730000000000004,-97.5340000000001,4.02800000000002,-144.65300000000002
-0.137,-3.716,0.21699999999999964,-79.71199999999999,1.8920000000002801,-102.173
-0.11899999999999977,-3.248,0.06500000000000039,-69.82400000000007,-8.240000000000009,-57.37300000000005
-0.15300000000000002,-2.826,0.05600000000000005,-70.86200000000008,-19.470000000000027,-25.269000000000005
-0.16699999999999982,-2.536,0.08999999999999986,-67.74900000000002,-29.968000000000075,-2.441000000000031
-0.19099999999999984,-2.488,0.18299999999999983,-56.335000000000036,-40.64899999999989,14.892999999999802
-0.2240000000000002,-2.664,0.2549999999999999,-40.40499999999997,-49.865999999999985,30.57899999999995
-0.2650000000000001,-3.03,0.3120000000000003,-17.638999999999896,-58.65499999999997,48.58399999999983
-0.32200000000000006,-3.415,0.30900000000000016,5.859000000000151,-66.71100000000001,71.04500000000007
-0.40200000000000014,-3.7,0.35299999999999976,26.30600000000004,-75.5619999999999,98.14499999999998
-0.5060000000000002,-3.746,0.47499999999999964,44.799999999999955,-84.96100000000001,130.98099999999977
-0.6269999999999998,-3.51,0.6589999999999998,60.66899999999987,-93.75,168.63999999999987
-0.766,-3.127,0.8780000000000001,71.89899999999989,-100.3420000000001,204.83399999999983
-0.8679999999999999,-2.688,1.117,76.721,-105.28600000000006,236.02300000000014
-0.9409999999999998,-2.217,1.3929999999999998,81.60399999999981,-107.29999999999995,263.2449999999999
-1.008,-1.638,1.7350000000000003,91.55299999999988,-108.09300000000007,288.57400000000007
-1.045,-1.044,2.074,96.61900000000014,-105.22499999999991,307.19000000000005
-1.021,-0.488,2.3209999999999997,97.04599999999982,-96.80199999999991,319.82400000000007
-0.948,0.08300000000000018,2.4749999999999996,93.07900000000018,-84.22900000000004,326.538
-0.8140000000000001,0.6829999999999998,2.564,85.02199999999993,-67.93200000000002,328.491
-0.6189999999999998,1.351,2.5679999999999996,77.94200000000001,-50.597999999999956,325.8670000000002
-0.41000000000000014,2.0069999999999997,2.5440000000000005,75.98900000000003,-34.118999999999915,317.26099999999997
-0.15799999999999992,2.5540000000000003,2.4130000000000003,75.13400000000001,-16.785000000000082,302.4899999999998
0.1200000000000001,2.926,2.1639999999999997,67.44399999999996,0.12200000000007094,281.8600000000001
0.359,3.224,1.7999999999999998,65.125,15.136999999999716,258.5450000000001
0.5830000000000002,3.4589999999999996,1.4619999999999997,61.21799999999985,25.81800000000021,234.558
0.75,3.676,1.08,57.49499999999989,33.080999999999676,207.0920000000001
0.8710000000000004,3.7829999999999995,0.7729999999999997,52.61200000000008,35.705999999999904,178.1010000000001
0.96,3.822,0.5019999999999998,46.93600000000015,33.875,143.433
0.9930000000000003,3.7669999999999995,0.30799999999999983,49.56100000000015,28.625,109.61900000000014
1.0,3.5199999999999996,0.2160000000000002,50.11000000000013,19.53099999999972,70.86200000000008
0.9719999999999995,3.1660000000000004,0.20500000000000007,53.58899999999994,9.826999999999998,33.69100000000003
0.9059999999999997,2.691,0.2569999999999997,57.860999999999876,1.9529999999999745,4.150000000000091
0.8490000000000002,2.141,0.32099999999999973,54.99299999999994,-3.296000000000049,-20.142000000000053
0.8129999999999997,1.5649999999999995,0.45500000000000007,49.072000000000116,-7.201999999999998,-38.08600000000001
0.7720000000000002,1.0199999999999996,0.6539999999999999,41.74800000000005,-10.315000000000055,-48.950000000000045
0.7350000000000003,0.5700000000000003,0.8620000000000001,33.447000000000116,-10.436999999999898,-52.673
0.7059999999999995,0.29100000000000037,0.9960000000000004,26.610999999999876,-6.775000000000091,-49.4380000000001
0.673,0.1509999999999998,1.0009999999999994,20.751999999999953,-0.36599999999998545,-42.78600000000006
0.6559999999999997,0.14900000000000002,0.9020000000000001,16.173999999999978,6.775000000000091,-34.789999999999964
0.633,0.23500000000000032,0.7750000000000004,12.451000000000022,12.084999999999809,-27.404999999999973
0.6269999999999998,0.34499999999999975,0.633,8.789000000000215,14.526000000000067,-22.095000000000027
0.6230000000000002,0.42799999999999994,0.5170000000000003,5.005000000000109,14.771000000000186,-18.8599999999999
